study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_platform	instrument_model	fastq_ftp	sample_alias	sample_title
PRJNA650381	SAMN27763149	SRX14989932	SRR18911988	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/088/SRR18911988/SRR18911988_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/088/SRR18911988/SRR18911988_2.fastq.gz	IDR1900052368-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27763148	SRX14989931	SRR18911989	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/089/SRR18911989/SRR18911989_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/089/SRR18911989/SRR18911989_2.fastq.gz	IDR1900052159-01-02	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27763147	SRX14989930	SRR18911990	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/090/SRR18911990/SRR18911990_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/090/SRR18911990/SRR18911990_2.fastq.gz	IDR1900052071-01-02	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27763146	SRX14989929	SRR18911991	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/091/SRR18911991/SRR18911991_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/091/SRR18911991/SRR18911991_2.fastq.gz	IDR1900051734-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27763145	SRX14989928	SRR18911992	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/092/SRR18911992/SRR18911992_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/092/SRR18911992/SRR18911992_2.fastq.gz	IDR1900051733-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27763144	SRX14989927	SRR18911993	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/093/SRR18911993/SRR18911993_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/093/SRR18911993/SRR18911993_2.fastq.gz	IDR1900051731-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27763143	SRX14989926	SRR18911994	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/094/SRR18911994/SRR18911994_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/094/SRR18911994/SRR18911994_2.fastq.gz	IDR1900051730-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27763142	SRX14989925	SRR18911995	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/095/SRR18911995/SRR18911995_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/095/SRR18911995/SRR18911995_2.fastq.gz	IDR1900051729-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27763133	SRX14989924	SRR18911996	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/096/SRR18911996/SRR18911996_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/096/SRR18911996/SRR18911996_2.fastq.gz	IDR1900050930-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27763132	SRX14989923	SRR18911997	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/097/SRR18911997/SRR18911997_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/097/SRR18911997/SRR18911997_2.fastq.gz	IDR1900050929-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27763629	SRX14990023	SRR18912060	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/060/SRR18912060/SRR18912060_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/060/SRR18912060/SRR18912060_2.fastq.gz	IDR1900038443-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27763628	SRX14990022	SRR18912061	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/061/SRR18912061/SRR18912061_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/061/SRR18912061/SRR18912061_2.fastq.gz	IDR1900038442-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27763627	SRX14990021	SRR18912062	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/062/SRR18912062/SRR18912062_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/062/SRR18912062/SRR18912062_2.fastq.gz	IDR1900038441-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27763626	SRX14990020	SRR18912063	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/063/SRR18912063/SRR18912063_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/063/SRR18912063/SRR18912063_2.fastq.gz	IDR1900038438-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27763625	SRX14990019	SRR18912064	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/064/SRR18912064/SRR18912064_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/064/SRR18912064/SRR18912064_2.fastq.gz	IDR1900038337-01-02	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27763624	SRX14990018	SRR18912065	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/065/SRR18912065/SRR18912065_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/065/SRR18912065/SRR18912065_2.fastq.gz	IDR1900037786-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27763623	SRX14990017	SRR18912066	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/066/SRR18912066/SRR18912066_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/066/SRR18912066/SRR18912066_2.fastq.gz	IDR1900037785-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27763622	SRX14990016	SRR18912067	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/067/SRR18912067/SRR18912067_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/067/SRR18912067/SRR18912067_2.fastq.gz	IDR1900037451-01-02	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27763638	SRX14990015	SRR18912068	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/068/SRR18912068/SRR18912068_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/068/SRR18912068/SRR18912068_2.fastq.gz	IDR1900039794-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27763637	SRX14990014	SRR18912069	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/069/SRR18912069/SRR18912069_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/069/SRR18912069/SRR18912069_2.fastq.gz	IDR1900039793-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27763636	SRX14990013	SRR18912070	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/070/SRR18912070/SRR18912070_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/070/SRR18912070/SRR18912070_2.fastq.gz	IDR1900039537-01-02	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27763635	SRX14990012	SRR18912071	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/071/SRR18912071/SRR18912071_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/071/SRR18912071/SRR18912071_2.fastq.gz	IDR1900039313-01-02	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27763634	SRX14990011	SRR18912072	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/072/SRR18912072/SRR18912072_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/072/SRR18912072/SRR18912072_2.fastq.gz	IDR1900039311-01-02	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27763633	SRX14990010	SRR18912073	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/073/SRR18912073/SRR18912073_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/073/SRR18912073/SRR18912073_2.fastq.gz	IDR1900038456-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27763632	SRX14990009	SRR18912074	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/074/SRR18912074/SRR18912074_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/074/SRR18912074/SRR18912074_2.fastq.gz	IDR1900038454-01-02	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27763631	SRX14990008	SRR18912075	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/075/SRR18912075/SRR18912075_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/075/SRR18912075/SRR18912075_2.fastq.gz	IDR1900038448-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27763630	SRX14990007	SRR18912076	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/076/SRR18912076/SRR18912076_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/076/SRR18912076/SRR18912076_2.fastq.gz	IDR1900038444-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27763621	SRX14990006	SRR18912077	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/077/SRR18912077/SRR18912077_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/077/SRR18912077/SRR18912077_2.fastq.gz	IDR1900037240-01-02	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27763620	SRX14990005	SRR18912078	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/078/SRR18912078/SRR18912078_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/078/SRR18912078/SRR18912078_2.fastq.gz	IDR1900037126-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27763799	SRX14990505	SRR18912541	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq		IDR1900053449-01-02	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27763798	SRX14990504	SRR18912542	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq		IDR1900053293-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27763797	SRX14990503	SRR18912543	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq		IDR1900052694-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27763796	SRX14990502	SRR18912544	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/044/SRR18912544/SRR18912544_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/044/SRR18912544/SRR18912544_2.fastq.gz	IDR1900052693-01-02	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27763795	SRX14990501	SRR18912545	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq		IDR1900052692-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27763794	SRX14990500	SRR18912546	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq		IDR1900052691-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27763793	SRX14990499	SRR18912547	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq		IDR1900052690-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27763792	SRX14990498	SRR18912548	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/048/SRR18912548/SRR18912548_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/048/SRR18912548/SRR18912548_2.fastq.gz	IDR1900052689-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27763809	SRX14990497	SRR18912549	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/049/SRR18912549/SRR18912549_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/049/SRR18912549/SRR18912549_2.fastq.gz	IDR1900054560-01-02	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27763808	SRX14990496	SRR18912550	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq		IDR1900054442-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27763807	SRX14990495	SRR18912551	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq		IDR1900054388-01-02	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27763806	SRX14990494	SRR18912552	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq		IDR1900054340-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27763805	SRX14990493	SRR18912553	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/053/SRR18912553/SRR18912553_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/053/SRR18912553/SRR18912553_2.fastq.gz	IDR1900054339-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27763804	SRX14990492	SRR18912554	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/054/SRR18912554/SRR18912554_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/054/SRR18912554/SRR18912554_2.fastq.gz	IDR1900054337-01-02	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27763803	SRX14990491	SRR18912555	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq		IDR1900054047-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27763802	SRX14990490	SRR18912556	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq		IDR1900053783-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27763801	SRX14990489	SRR18912557	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/057/SRR18912557/SRR18912557_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/057/SRR18912557/SRR18912557_2.fastq.gz	IDR1900053781-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27763800	SRX14990488	SRR18912558	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/058/SRR18912558/SRR18912558_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/058/SRR18912558/SRR18912558_2.fastq.gz	IDR1900053780-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27763791	SRX14990487	SRR18912559	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/059/SRR18912559/SRR18912559_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/059/SRR18912559/SRR18912559_2.fastq.gz	IDR1900052688-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27763790	SRX14990486	SRR18912560	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/060/SRR18912560/SRR18912560_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/060/SRR18912560/SRR18912560_2.fastq.gz	IDR1900052687-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27764182	SRX14990947	SRR18912983	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/083/SRR18912983/SRR18912983_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/083/SRR18912983/SRR18912983_2.fastq.gz	IDR1900055922-01-02	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27764181	SRX14990946	SRR18912984	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/084/SRR18912984/SRR18912984_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/084/SRR18912984/SRR18912984_2.fastq.gz	IDR1900055570-01-02	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27764180	SRX14990945	SRR18912985	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/085/SRR18912985/SRR18912985_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/085/SRR18912985/SRR18912985_2.fastq.gz	IDR1900055567-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27764179	SRX14990944	SRR18912986	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/086/SRR18912986/SRR18912986_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/086/SRR18912986/SRR18912986_2.fastq.gz	IDR1900055566-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27764178	SRX14990943	SRR18912987	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/087/SRR18912987/SRR18912987_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/087/SRR18912987/SRR18912987_2.fastq.gz	IDR1900055565-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27764177	SRX14990942	SRR18912988	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/088/SRR18912988/SRR18912988_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/088/SRR18912988/SRR18912988_2.fastq.gz	IDR1900055563-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27764176	SRX14990941	SRR18912989	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/089/SRR18912989/SRR18912989_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/089/SRR18912989/SRR18912989_2.fastq.gz	IDR1900055561-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27764175	SRX14990940	SRR18912990	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/090/SRR18912990/SRR18912990_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/090/SRR18912990/SRR18912990_2.fastq.gz	IDR1900055560-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27764192	SRX14990939	SRR18912991	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/091/SRR18912991/SRR18912991_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/091/SRR18912991/SRR18912991_2.fastq.gz	IDR1900057280-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27764191	SRX14990938	SRR18912992	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/092/SRR18912992/SRR18912992_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/092/SRR18912992/SRR18912992_2.fastq.gz	IDR1900057180-01-02	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27764190	SRX14990937	SRR18912993	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/093/SRR18912993/SRR18912993_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/093/SRR18912993/SRR18912993_2.fastq.gz	IDR1900057099-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27764189	SRX14990936	SRR18912994	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/094/SRR18912994/SRR18912994_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/094/SRR18912994/SRR18912994_2.fastq.gz	IDR1900056515-01-02	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27764188	SRX14990935	SRR18912995	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/095/SRR18912995/SRR18912995_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/095/SRR18912995/SRR18912995_2.fastq.gz	IDR1900056514-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27764187	SRX14990934	SRR18912996	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/096/SRR18912996/SRR18912996_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/096/SRR18912996/SRR18912996_2.fastq.gz	IDR1900056512-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27764186	SRX14990933	SRR18912997	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/097/SRR18912997/SRR18912997_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/097/SRR18912997/SRR18912997_2.fastq.gz	IDR1900056511-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27764185	SRX14990932	SRR18912998	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/098/SRR18912998/SRR18912998_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/098/SRR18912998/SRR18912998_2.fastq.gz	IDR1900056510-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27764184	SRX14990931	SRR18912999	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/099/SRR18912999/SRR18912999_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/099/SRR18912999/SRR18912999_2.fastq.gz	IDR1900056509-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
PRJNA650381	SAMN27764183	SRX14990930	SRR18913000	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/000/SRR18913000/SRR18913000_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/000/SRR18913000/SRR18913000_2.fastq.gz	IDR1900056506-01-01	This sample has been submitted by pda|whaasny on 2022-04-26; Mycobacterium tuberculosis
